Event Name,Event Type,Event Description,Date & Time,Duration (hrs),City,Country,Latitude,Longitude,Attendees,Average Rating,Review Count,Cost,Target Audience
Thai Ceremony of Sports in Koh Samui,Sports,"Compete or cheer at the Thai Ceremony of Sports in Koh Samui, an action-packed sports celebration highlighting strength and spirit in Koh Samui.",1/31/2025 14:16,6,Koh Samui,Thailand,9.751450359,97.1878457,575,4.9,423,Free,Nomads
Traditional Cultural Showcase of Sports in Koh Samui,Sports,"Compete or cheer at the Traditional Cultural Showcase of Sports in Koh Samui, an action-packed sports celebration highlighting strength and spirit in Koh Samui.",3/15/2025 16:03,3,Koh Samui,Thailand,19.77728802,99.96252481,1766,3.3,910,Free,Expats
Fitness & Strength Festival in Koh Samui,Sports,"Join athletes and fans at the Fitness & Strength Festival in Koh Samui, where tradition and energy drive Thai sports in Koh Samui.",3/2/2025 8:40,3,Koh Samui,Thailand,17.02497272,97.06764371,3997,4.0,549,Medium,Expats
TechSphere Bangkok in Koh Samui,Technology,"Join leading tech minds and innovators at the TechSphere Bangkok in Koh Samui, where the future of technology unfolds in Koh Samui.",1/7/2025 22:17,1,Koh Samui,Thailand,14.4300654,98.8525365,4400,3.8,893,Free,Nomads
Smart Nation Conference in Koh Samui,Technology,"Join leading tech minds and innovators at the Smart Nation Conference in Koh Samui, where the future of technology unfolds in Koh Samui.",1/3/2025 6:46,1,Koh Samui,Thailand,7.187245347,99.11208977,1517,4.0,795,High,Nomads
Thailand SmartTech Conference in Koh Samui,Technology,"Join leading tech minds and innovators at the Thailand SmartTech Conference in Koh Samui, where the future of technology unfolds in Koh Samui.",1/10/2025 14:56,5,Koh Samui,Thailand,13.26193172,100.8327524,407,4.1,319,High,Everyone
Traditional Festival of Arts in Koh Samui,Arts,"Explore Thai creativity at the Traditional Festival of Arts in Koh Samui, a vibrant showcase of traditional and contemporary arts in Koh Samui.",2/17/2025 7:42,5,Koh Samui,Thailand,6.857501175,103.4423171,1612,3.5,299,High,Everyone
Sacred Ceremony of Arts in Koh Samui,Arts,"Explore Thai creativity at the Sacred Ceremony of Arts in Koh Samui, a vibrant showcase of traditional and contemporary arts in Koh Samui.",2/2/2025 13:13,2,Koh Samui,Thailand,7.838036135,104.2117023,4963,3.8,389,High,Expats
Lantern Arts Night in Koh Samui,Arts,"Explore Thai creativity at the Lantern Arts Night in Koh Samui, a vibrant showcase of traditional and contemporary arts in Koh Samui.",1/1/2025 0:53,6,Koh Samui,Thailand,12.46617242,96.24040439,3913,3.9,835,Medium,Locals
Traditional Cultural Showcase of Arts in Koh Samui,Arts,"Explore Thai creativity at the Traditional Cultural Showcase of Arts in Koh Samui, a vibrant showcase of traditional and contemporary arts in Koh Samui.",2/23/2025 14:33,2,Koh Samui,Thailand,10.19078504,96.83519236,3138,4.6,215,Medium,Nomads
Thai Festival of Food in Koh Samui,Food,"Experience the taste of Thailand at the Thai Festival of Food in Koh Samui, featuring iconic dishes and culinary traditions from Koh Samui.",1/2/2025 11:25,6,Koh Samui,Thailand,5.754084205,101.4013769,4774,4.2,498,Medium,Nomads
Thai Ceremony of Food in Koh Samui,Food,"Experience the taste of Thailand at the Thai Ceremony of Food in Koh Samui, featuring iconic dishes and culinary traditions from Koh Samui.",1/16/2025 16:02,1,Koh Samui,Thailand,7.508001593,101.7517484,586,4.3,254,Low,Locals
Ancient Festival of Food in Koh Samui (11d),Food,"Experience the taste of Thailand at the Ancient Festival of Food in Koh Samui (11d), featuring iconic dishes and culinary traditions from Koh Samui.",2/14/2025 20:17,4,Koh Samui,Thailand,10.12890588,97.50052558,4476,4.8,698,Low,Nomads
Future Skills Festival in Koh Samui,Education,"Engage in dialogue and discovery at the Future Skills Festival in Koh Samui, an inspiring event promoting lifelong learning in Koh Samui.",2/6/2025 20:09,1,Koh Samui,Thailand,15.63304643,97.59039636,4006,4.3,756,Free,Everyone
EduFuture Forum in Koh Samui,Education,"Engage in dialogue and discovery at the EduFuture Forum in Koh Samui, an inspiring event promoting lifelong learning in Koh Samui.",1/13/2025 20:22,2,Koh Samui,Thailand,6.291821727,104.8570474,1825,4.3,44,High,Locals
Lifelong Learning Day in Koh Samui,Education,"Engage in dialogue and discovery at the Lifelong Learning Day in Koh Samui, an inspiring event promoting lifelong learning in Koh Samui.",2/27/2025 19:44,4,Koh Samui,Thailand,16.5845232,104.0482183,1409,4.2,322,Free,Everyone
Local Trails & Taste Expo in Koh Samui,Travel,"Meet fellow travelers and discover new destinations at the Local Trails & Taste Expo in Koh Samui, spotlighting adventure and exploration in Koh Samui.",3/5/2025 0:19,2,Koh Samui,Thailand,9.142729604,103.8571964,4537,4.0,419,Low,Everyone
Backpacker Meetup Thailand in Koh Samui,Travel,"Meet fellow travelers and discover new destinations at the Backpacker Meetup Thailand in Koh Samui, spotlighting adventure and exploration in Koh Samui.",1/24/2025 3:35,5,Koh Samui,Thailand,14.44524954,102.3592877,1491,5.0,986,Free,Expats
Explore Asia Travel Summit in Koh Samui,Travel,"Meet fellow travelers and discover new destinations at the Explore Asia Travel Summit in Koh Samui, spotlighting adventure and exploration in Koh Samui.",3/12/2025 8:50,1,Koh Samui,Thailand,19.72177699,104.937371,357,4.2,616,High,Everyone
Thailand Adventure Expo in Koh Samui,Travel,"Meet fellow travelers and discover new destinations at the Thailand Adventure Expo in Koh Samui, spotlighting adventure and exploration in Koh Samui.",3/7/2025 16:40,5,Koh Samui,Thailand,19.16218105,95.64922068,1130,4.4,749,High,Nomads
Lantern Melody Night in Chiang Rai,Music,"Enjoy live performances and local rhythms at the Lantern Melody Night in Chiang Rai, celebrating Thai music culture in Chiang Rai.",1/12/2025 22:53,5,Chiang Rai,Thailand,17.86663102,103.9175921,2506,4.4,221,Low,Expats
Southern Beats Showcase in Chiang Rai,Music,"Enjoy live performances and local rhythms at the Southern Beats Showcase in Chiang Rai, celebrating Thai music culture in Chiang Rai.",1/18/2025 17:30,4,Chiang Rai,Thailand,5.021462581,101.752473,4705,4.1,854,Low,Locals
Isaan Sound Celebration in Chiang Rai,Music,"Enjoy live performances and local rhythms at the Isaan Sound Celebration in Chiang Rai, celebrating Thai music culture in Chiang Rai.",2/22/2025 6:16,6,Chiang Rai,Thailand,19.60918184,95.70820986,390,4.6,18,Medium,Locals
Songkran Street Music Fest in Chiang Rai,Music,"Enjoy live performances and local rhythms at the Songkran Street Music Fest in Chiang Rai, celebrating Thai music culture in Chiang Rai.",2/13/2025 16:18,5,Chiang Rai,Thailand,12.37306,103.9334418,338,4.9,811,High,Everyone
Cultural Harmony Music Fest in Chiang Rai,Music,"Enjoy live performances and local rhythms at the Cultural Harmony Music Fest in Chiang Rai, celebrating Thai music culture in Chiang Rai.",1/16/2025 19:05,5,Chiang Rai,Thailand,17.58607399,104.4395925,1674,3.9,349,High,Expats
Mountain Trail Run in Chiang Rai,Sports,"Compete or cheer at the Mountain Trail Run in Chiang Rai, an action-packed sports celebration highlighting strength and spirit in Chiang Rai.",1/9/2025 22:09,2,Chiang Rai,Thailand,6.223499011,103.6988052,2608,3.3,163,Medium,Expats
Traditional Thai Sports Carnival in Chiang Rai,Sports,"Experience competitive spirit and high energy at the Traditional Thai Sports Carnival in Chiang Rai, a celebration of movement and sports in Chiang Rai.",3/14/2025 1:22,4,Chiang Rai,Thailand,13.2825097,99.47278693,132,4.9,406,Low,Everyone
Chiang Mai Marathon Fest in Chiang Rai,Sports,"Compete or cheer at the Chiang Mai Marathon Fest in Chiang Rai, an action-packed sports celebration highlighting strength and spirit in Chiang Rai.",3/17/2025 12:50,3,Chiang Rai,Thailand,7.154796402,99.04063118,721,3.1,363,High,Everyone
TechSphere Bangkok in Chiang Rai,Technology,"Join leading tech minds and innovators at the TechSphere Bangkok in Chiang Rai, where the future of technology unfolds in Chiang Rai.",1/1/2025 9:14,1,Chiang Rai,Thailand,17.20163641,102.5009854,1710,3.3,989,High,Locals
Smart Nation Conference in Chiang Rai,Technology,"Join leading tech minds and innovators at the Smart Nation Conference in Chiang Rai, where the future of technology unfolds in Chiang Rai.",3/17/2025 11:55,6,Chiang Rai,Thailand,18.50943684,103.2665959,148,4.1,358,High,Expats
Bangkok AI Summit by AIS in Chiang Rai,Technology,"Join leading tech minds and innovators at the Bangkok AI Summit by AIS in Chiang Rai, where the future of technology unfolds in Chiang Rai.",2/9/2025 23:14,1,Chiang Rai,Thailand,10.36311393,100.7883592,4451,3.3,212,Low,Expats
Cyber Intelligence Summit in Chiang Rai,Technology,"Join leading tech minds and innovators at the Cyber Intelligence Summit in Chiang Rai, where the future of technology unfolds in Chiang Rai.",1/23/2025 18:49,2,Chiang Rai,Thailand,7.486893968,98.87433817,1506,3.9,98,Medium,Expats
Chiang Mai Temple Fair of Arts in Chiang Rai,Arts,"Explore Thai creativity at the Chiang Mai Temple Fair of Arts in Chiang Rai, a vibrant showcase of traditional and contemporary arts in Chiang Rai.",3/11/2025 11:58,4,Chiang Rai,Thailand,13.80720258,95.15436575,2402,4.9,182,Free,Expats
Floating Lantern Display of Arts in Chiang Rai,Arts,"Explore Thai creativity at the Floating Lantern Display of Arts in Chiang Rai, a vibrant showcase of traditional and contemporary arts in Chiang Rai.",2/21/2025 2:22,4,Chiang Rai,Thailand,11.27963052,103.9395692,3072,3.7,126,Low,Expats
Temple Craft Market of Arts in Chiang Rai,Arts,"Explore Thai creativity at the Temple Craft Market of Arts in Chiang Rai, a vibrant showcase of traditional and contemporary arts in Chiang Rai.",2/5/2025 16:15,5,Chiang Rai,Thailand,19.3353695,99.23688728,1544,3.4,876,Medium,Everyone
Lanna Temple Fair of Arts in Chiang Rai,Arts,"Explore Thai creativity at the Lanna Temple Fair of Arts in Chiang Rai, a vibrant showcase of traditional and contemporary arts in Chiang Rai.",3/5/2025 23:31,4,Chiang Rai,Thailand,10.89387345,96.01265732,4304,3.1,373,Low,Locals
Lantern Temple Fair of Food in Chiang Rai,Food,"Experience the taste of Thailand at the Lantern Temple Fair of Food in Chiang Rai, featuring iconic dishes and culinary traditions from Chiang Rai.",1/22/2025 23:01,1,Chiang Rai,Thailand,13.99921723,98.3719966,3219,3.0,598,High,Locals
Chiang Mai Lantern Display of Food in Chiang Rai,Food,"Experience the taste of Thailand at the Chiang Mai Lantern Display of Food in Chiang Rai, featuring iconic dishes and culinary traditions from Chiang Rai.",3/12/2025 6:44,6,Chiang Rai,Thailand,12.96334231,99.69900519,2326,4.1,767,Low,Locals
Floating Temple Fair of Food in Chiang Rai,Food,"Experience the taste of Thailand at the Floating Temple Fair of Food in Chiang Rai, featuring iconic dishes and culinary traditions from Chiang Rai.",1/25/2025 17:14,6,Chiang Rai,Thailand,5.268973195,95.70758095,4614,3.9,268,Low,Expats
Lifelong Learning Day in Chiang Rai,Education,"Engage in dialogue and discovery at the Lifelong Learning Day in Chiang Rai, an inspiring event promoting lifelong learning in Chiang Rai.",2/21/2025 17:07,3,Chiang Rai,Thailand,19.25134045,95.52312935,831,4.0,52,Low,Expats
Wisdom Exchange Summit in Chiang Rai,Education,"Engage in dialogue and discovery at the Wisdom Exchange Summit in Chiang Rai, an inspiring event promoting lifelong learning in Chiang Rai.",2/14/2025 14:06,4,Chiang Rai,Thailand,12.35344909,99.67538832,107,3.7,702,Free,Everyone
Future Skills Festival in Chiang Rai,Education,"Engage in dialogue and discovery at the Future Skills Festival in Chiang Rai, an inspiring event promoting lifelong learning in Chiang Rai.",1/3/2025 17:48,3,Chiang Rai,Thailand,6.911016926,95.55518102,1154,4.0,251,Medium,Everyone
Travel Tech Asia in Chiang Rai,Travel,"Meet fellow travelers and discover new destinations at the Travel Tech Asia in Chiang Rai, spotlighting adventure and exploration in Chiang Rai.",2/21/2025 13:35,5,Chiang Rai,Thailand,5.449743275,98.74399718,923,3.9,755,Free,Locals
Nature & Culture Expo in Chiang Rai,Travel,"Meet fellow travelers and discover new destinations at the Nature & Culture Expo in Chiang Rai, spotlighting adventure and exploration in Chiang Rai.",1/4/2025 21:14,4,Chiang Rai,Thailand,14.19184212,96.42450995,2769,3.2,935,Low,Expats
Asia Travel Leaders Forum in Chiang Rai,Travel,"Meet fellow travelers and discover new destinations at the Asia Travel Leaders Forum in Chiang Rai, spotlighting adventure and exploration in Chiang Rai.",1/6/2025 14:01,2,Chiang Rai,Thailand,15.80741201,100.5413559,174,4.6,364,Free,Locals
Discover Thailand Tourism Fair in Chiang Rai,Travel,"Meet fellow travelers and discover new destinations at the Discover Thailand Tourism Fair in Chiang Rai, spotlighting adventure and exploration in Chiang Rai.",2/5/2025 12:31,3,Chiang Rai,Thailand,14.70606836,104.7795622,2437,4.8,743,High,Locals
Isaan Sound Celebration in Ayutthaya,Music,"Enjoy live performances and local rhythms at the Isaan Sound Celebration in Ayutthaya, celebrating Thai music culture in Ayutthaya.",3/14/2025 15:52,5,Ayutthaya,Thailand,12.3840225,102.784183,3438,4.1,769,Low,Everyone
Folk Rhythms Thailand in Ayutthaya,Music,"Enjoy live performances and local rhythms at the Folk Rhythms Thailand in Ayutthaya, celebrating Thai music culture in Ayutthaya.",2/17/2025 21:57,1,Ayutthaya,Thailand,9.019955566,95.18289712,4662,4.3,909,Free,Everyone
Lantern Melody Night in Ayutthaya,Music,"Enjoy live performances and local rhythms at the Lantern Melody Night in Ayutthaya, celebrating Thai music culture in Ayutthaya.",1/26/2025 23:30,5,Ayutthaya,Thailand,18.07249039,102.6853548,4515,4.0,860,Free,Everyone
Traditional Thai Sports Carnival in Ayutthaya,Sports,"Experience competitive spirit and high energy at the Traditional Thai Sports Carnival in Ayutthaya, a celebration of movement and sports in Ayutthaya.",2/1/2025 2:58,2,Ayutthaya,Thailand,18.57381396,101.9046472,1988,4.7,400,Medium,Everyone
Regional Thai Sports League in Ayutthaya,Sports,"Experience competitive spirit and high energy at the Regional Thai Sports League in Ayutthaya, a celebration of movement and sports in Ayutthaya.",2/21/2025 19:33,5,Ayutthaya,Thailand,6.152018369,102.472241,2982,4.1,408,Free,Everyone
Traditional Cultural Showcase of Sports in Ayutthaya,Sports,"Compete or cheer at the Traditional Cultural Showcase of Sports in Ayutthaya, an action-packed sports celebration highlighting strength and spirit in Ayutthaya.",3/13/2025 14:14,6,Ayutthaya,Thailand,15.194209,100.4275899,251,4.8,1,Low,Expats
Sacred Ceremony of Sports in Ayutthaya,Sports,"Compete or cheer at the Sacred Ceremony of Sports in Ayutthaya, an action-packed sports celebration highlighting strength and spirit in Ayutthaya.",2/8/2025 7:54,3,Ayutthaya,Thailand,12.1769558,101.0407819,929,3.0,360,Medium,Nomads
ThaiTech Expo in Ayutthaya,Technology,"Join leading tech minds and innovators at the ThaiTech Expo in Ayutthaya, where the future of technology unfolds in Ayutthaya.",3/6/2025 4:16,6,Ayutthaya,Thailand,9.335961771,101.0279841,777,3.9,732,Free,Nomads
NextTech Southeast Asia in Ayutthaya,Technology,"Join leading tech minds and innovators at the NextTech Southeast Asia in Ayutthaya, where the future of technology unfolds in Ayutthaya.",2/8/2025 16:40,1,Ayutthaya,Thailand,17.2027258,99.50306854,1228,3.3,49,Low,Expats
Southeast Asia Tech Leadership Summit in Ayutthaya,Technology,"Join leading tech minds and innovators at the Southeast Asia Tech Leadership Summit in Ayutthaya, where the future of technology unfolds in Ayutthaya.",2/25/2025 7:34,1,Ayutthaya,Thailand,7.999537016,99.85020737,4311,4.2,908,Free,Locals
FutureCode Conference in Ayutthaya,Technology,"Join leading tech minds and innovators at the FutureCode Conference in Ayutthaya, where the future of technology unfolds in Ayutthaya.",2/23/2025 6:16,6,Ayutthaya,Thailand,6.067377722,98.86239077,4482,3.1,687,Low,Locals
TechSphere Bangkok in Ayutthaya,Technology,"Join leading tech minds and innovators at the TechSphere Bangkok in Ayutthaya, where the future of technology unfolds in Ayutthaya.",1/2/2025 23:27,3,Ayutthaya,Thailand,17.06061929,103.8304485,1060,4.6,187,Low,Expats
Thai Cultural Showcase of Arts in Ayutthaya,Arts,"Explore Thai creativity at the Thai Cultural Showcase of Arts in Ayutthaya, a vibrant showcase of traditional and contemporary arts in Ayutthaya.",2/18/2025 3:56,4,Ayutthaya,Thailand,18.90660964,103.2716042,2483,5.0,385,Medium,Nomads
Thai Ceremony of Arts in Ayutthaya,Arts,"Explore Thai creativity at the Thai Ceremony of Arts in Ayutthaya, a vibrant showcase of traditional and contemporary arts in Ayutthaya.",1/19/2025 4:42,1,Ayutthaya,Thailand,9.541174236,99.89692593,1133,4.1,52,Low,Expats
Traditional Ceremony of Arts in Ayutthaya,Arts,"Explore Thai creativity at the Traditional Ceremony of Arts in Ayutthaya, a vibrant showcase of traditional and contemporary arts in Ayutthaya.",2/12/2025 18:04,4,Ayutthaya,Thailand,9.601350673,101.5864812,4165,4.9,378,Low,Locals
Cultural Canvas Showcase in Ayutthaya,Arts,"Explore Thai creativity at the Cultural Canvas Showcase in Ayutthaya, a vibrant showcase of traditional and contemporary arts in Ayutthaya.",2/4/2025 8:43,1,Ayutthaya,Thailand,11.51999748,101.7409391,2991,4.6,722,High,Nomads
Traditional Ceremony of Food in Ayutthaya,Food,"Experience the taste of Thailand at the Traditional Ceremony of Food in Ayutthaya, featuring iconic dishes and culinary traditions from Ayutthaya.",2/20/2025 23:39,2,Ayutthaya,Thailand,14.8449242,99.95200256,2656,3.9,142,Medium,Everyone
Traditional Festival of Food in Ayutthaya,Food,"Experience the taste of Thailand at the Traditional Festival of Food in Ayutthaya, featuring iconic dishes and culinary traditions from Ayutthaya.",2/14/2025 12:16,4,Ayutthaya,Thailand,11.98962847,104.7677585,4792,4.8,23,Medium,Locals
Thai Cultural Showcase of Food in Ayutthaya,Food,"Experience the taste of Thailand at the Thai Cultural Showcase of Food in Ayutthaya, featuring iconic dishes and culinary traditions from Ayutthaya.",2/8/2025 4:15,1,Ayutthaya,Thailand,15.19178055,103.2826175,3224,5.0,698,Low,Locals
Cultural Festival of Food in Ayutthaya,Food,"Experience the taste of Thailand at the Cultural Festival of Food in Ayutthaya, featuring iconic dishes and culinary traditions from Ayutthaya.",1/8/2025 1:41,5,Ayutthaya,Thailand,16.50296021,96.49184701,215,3.1,167,Medium,Nomads
Community Wisdom Expo in Ayutthaya,Education,"Engage in dialogue and discovery at the Community Wisdom Expo in Ayutthaya, an inspiring event promoting lifelong learning in Ayutthaya.",1/30/2025 21:49,5,Ayutthaya,Thailand,9.143735684,103.5136848,451,4.3,616,Medium,Everyone
Lifelong Learning Day in Ayutthaya,Education,"Engage in dialogue and discovery at the Lifelong Learning Day in Ayutthaya, an inspiring event promoting lifelong learning in Ayutthaya.",3/11/2025 18:13,1,Ayutthaya,Thailand,11.22587204,96.03732774,1847,3.5,453,Low,Nomads
Traditional Knowledge Forum in Ayutthaya,Education,"Engage in dialogue and discovery at the Traditional Knowledge Forum in Ayutthaya, an inspiring event promoting lifelong learning in Ayutthaya.",1/4/2025 14:58,4,Ayutthaya,Thailand,14.83902411,98.00598706,3203,3.9,659,Low,Expats
Creative Minds Exchange in Ayutthaya,Education,"Engage in dialogue and discovery at the Creative Minds Exchange in Ayutthaya, an inspiring event promoting lifelong learning in Ayutthaya.",1/11/2025 0:25,1,Ayutthaya,Thailand,19.75448689,101.4770627,3436,4.5,89,Low,Nomads
Eco & Adventure Tourism Thailand in Ayutthaya,Travel,"Meet fellow travelers and discover new destinations at the Eco & Adventure Tourism Thailand in Ayutthaya, spotlighting adventure and exploration in Ayutthaya.",1/9/2025 14:55,6,Ayutthaya,Thailand,15.60365148,98.01244329,3051,3.5,117,Free,Everyone
Sustainable Travel Thailand in Ayutthaya,Travel,"Meet fellow travelers and discover new destinations at the Sustainable Travel Thailand in Ayutthaya, spotlighting adventure and exploration in Ayutthaya.",3/16/2025 6:54,6,Ayutthaya,Thailand,17.01490959,101.2442694,4733,3.3,805,Free,Locals
Folk Rhythms Thailand in Nakhon Ratchasima,Music,"Enjoy live performances and local rhythms at the Folk Rhythms Thailand in Nakhon Ratchasima, celebrating Thai music culture in Nakhon Ratchasima.",2/24/2025 10:45,3,Nakhon Ratchasima,Thailand,19.47266683,103.0216052,3078,4.8,170,Low,Locals
Isaan Sound Celebration in Nakhon Ratchasima,Music,"Enjoy live performances and local rhythms at the Isaan Sound Celebration in Nakhon Ratchasima, celebrating Thai music culture in Nakhon Ratchasima.",2/17/2025 1:21,6,Nakhon Ratchasima,Thailand,5.674125367,95.90422239,4471,3.7,597,High,Everyone
Thai Indie Sound Festival in Nakhon Ratchasima,Music,"Enjoy live performances and local rhythms at the Thai Indie Sound Festival in Nakhon Ratchasima, celebrating Thai music culture in Nakhon Ratchasima.",2/16/2025 13:24,1,Nakhon Ratchasima,Thailand,15.44789541,96.09553547,4931,3.9,933,Free,Locals
Eastern Athletics Carnival in Nakhon Ratchasima,Sports,"Join athletes and fans at the Eastern Athletics Carnival in Nakhon Ratchasima, where tradition and energy drive Thai sports in Nakhon Ratchasima.",2/23/2025 2:39,1,Nakhon Ratchasima,Thailand,7.218107192,95.80764647,1066,3.1,277,Medium,Locals
Elephant Folk Dance Night of Sports in Nakhon Ratchasima,Sports,"Compete or cheer at the Elephant Folk Dance Night of Sports in Nakhon Ratchasima, an action-packed sports celebration highlighting strength and spirit in Nakhon Ratchasima.",2/28/2025 1:34,1,Nakhon Ratchasima,Thailand,11.27889733,100.5364936,2753,4.5,721,High,Everyone
FutureCode Conference in Nakhon Ratchasima,Technology,"Join leading tech minds and innovators at the FutureCode Conference in Nakhon Ratchasima, where the future of technology unfolds in Nakhon Ratchasima.",2/4/2025 0:17,2,Nakhon Ratchasima,Thailand,18.38858577,101.7748366,3747,4.8,234,Low,Everyone
Smart Nation Conference in Nakhon Ratchasima,Technology,"Join leading tech minds and innovators at the Smart Nation Conference in Nakhon Ratchasima, where the future of technology unfolds in Nakhon Ratchasima.",1/10/2025 6:20,5,Nakhon Ratchasima,Thailand,8.788813401,98.76309628,678,4.8,450,Low,Expats
Bangkok AI Summit by AIS in Nakhon Ratchasima,Technology,"Join leading tech minds and innovators at the Bangkok AI Summit by AIS in Nakhon Ratchasima, where the future of technology unfolds in Nakhon Ratchasima.",2/8/2025 23:45,6,Nakhon Ratchasima,Thailand,14.87739701,102.0732642,3074,4.8,420,Free,Everyone
Rice Folk Dance Night of Arts in Nakhon Ratchasima,Arts,"Explore Thai creativity at the Rice Folk Dance Night of Arts in Nakhon Ratchasima, a vibrant showcase of traditional and contemporary arts in Nakhon Ratchasima.",3/5/2025 2:39,2,Nakhon Ratchasima,Thailand,14.53271637,100.8382643,3419,3.5,10,High,Expats
Spirit Folk Dance Night of Arts in Nakhon Ratchasima,Arts,"Explore Thai creativity at the Spirit Folk Dance Night of Arts in Nakhon Ratchasima, a vibrant showcase of traditional and contemporary arts in Nakhon Ratchasima.",2/18/2025 14:29,5,Nakhon Ratchasima,Thailand,5.371679573,102.7767447,2179,4.1,160,High,Nomads
Elephant Spirit Ceremony of Arts in Nakhon Ratchasima,Arts,"Explore Thai creativity at the Elephant Spirit Ceremony of Arts in Nakhon Ratchasima, a vibrant showcase of traditional and contemporary arts in Nakhon Ratchasima.",1/8/2025 21:29,3,Nakhon Ratchasima,Thailand,19.39396364,101.2013697,1342,3.2,172,Free,Expats
Elephant Folk Dance Night of Arts in Nakhon Ratchasima,Arts,"Explore Thai creativity at the Elephant Folk Dance Night of Arts in Nakhon Ratchasima, a vibrant showcase of traditional and contemporary arts in Nakhon Ratchasima.",1/1/2025 12:40,4,Nakhon Ratchasima,Thailand,12.98420286,98.10519177,2000,4.6,147,Low,Locals
Rice Silk Festival of Arts in Nakhon Ratchasima,Arts,"Explore Thai creativity at the Rice Silk Festival of Arts in Nakhon Ratchasima, a vibrant showcase of traditional and contemporary arts in Nakhon Ratchasima.",1/15/2025 13:49,4,Nakhon Ratchasima,Thailand,18.21018411,102.8430121,1656,3.9,522,Medium,Everyone
Rice Spirit Ceremony of Food in Nakhon Ratchasima,Food,"Experience the taste of Thailand at the Rice Spirit Ceremony of Food in Nakhon Ratchasima, featuring iconic dishes and culinary traditions from Nakhon Ratchasima.",2/21/2025 6:12,4,Nakhon Ratchasima,Thailand,15.53755522,104.2195166,3219,4.1,898,Medium,Expats
Elephant Folk Dance Night of Food in Nakhon Ratchasima,Food,"Experience the taste of Thailand at the Elephant Folk Dance Night of Food in Nakhon Ratchasima, featuring iconic dishes and culinary traditions from Nakhon Ratchasima.",3/14/2025 22:26,4,Nakhon Ratchasima,Thailand,13.79040418,99.7752436,2568,4.2,352,Low,Everyone
Silk Folk Dance Night of Food in Nakhon Ratchasima,Food,"Experience the taste of Thailand at the Silk Folk Dance Night of Food in Nakhon Ratchasima, featuring iconic dishes and culinary traditions from Nakhon Ratchasima.",1/30/2025 7:23,3,Nakhon Ratchasima,Thailand,17.11958415,95.56034301,3342,3.0,997,Free,Everyone
Rice Folk Dance Night of Food in Nakhon Ratchasima,Food,"Experience the taste of Thailand at the Rice Folk Dance Night of Food in Nakhon Ratchasima, featuring iconic dishes and culinary traditions from Nakhon Ratchasima.",1/10/2025 4:25,4,Nakhon Ratchasima,Thailand,15.2921725,102.1255014,2164,4.0,528,Medium,Locals
Future Skills Festival in Nakhon Ratchasima,Education,"Engage in dialogue and discovery at the Future Skills Festival in Nakhon Ratchasima, an inspiring event promoting lifelong learning in Nakhon Ratchasima.",2/8/2025 10:21,2,Nakhon Ratchasima,Thailand,9.76134279,100.8951015,4610,3.5,877,Medium,Locals
Community Wisdom Expo in Nakhon Ratchasima,Education,"Engage in dialogue and discovery at the Community Wisdom Expo in Nakhon Ratchasima, an inspiring event promoting lifelong learning in Nakhon Ratchasima.",2/14/2025 3:12,4,Nakhon Ratchasima,Thailand,18.1585217,102.9414966,2705,4.1,541,Free,Everyone
Smart Learning Thailand in Nakhon Ratchasima,Education,"Engage in dialogue and discovery at the Smart Learning Thailand in Nakhon Ratchasima, an inspiring event promoting lifelong learning in Nakhon Ratchasima.",1/12/2025 22:36,1,Nakhon Ratchasima,Thailand,15.71006476,96.97532131,4139,4.0,415,Medium,Expats
Wisdom Exchange Summit in Nakhon Ratchasima,Education,"Engage in dialogue and discovery at the Wisdom Exchange Summit in Nakhon Ratchasima, an inspiring event promoting lifelong learning in Nakhon Ratchasima.",3/1/2025 4:57,5,Nakhon Ratchasima,Thailand,19.71793253,95.63397095,1529,3.2,823,Low,Locals
Nature & Culture Expo in Nakhon Ratchasima,Travel,"Meet fellow travelers and discover new destinations at the Nature & Culture Expo in Nakhon Ratchasima, spotlighting adventure and exploration in Nakhon Ratchasima.",1/23/2025 6:17,1,Nakhon Ratchasima,Thailand,7.444829735,103.5548434,3028,3.0,523,High,Nomads
Eco & Adventure Tourism Thailand in Nakhon Ratchasima,Travel,"Meet fellow travelers and discover new destinations at the Eco & Adventure Tourism Thailand in Nakhon Ratchasima, spotlighting adventure and exploration in Nakhon Ratchasima.",1/23/2025 22:21,6,Nakhon Ratchasima,Thailand,13.24030508,96.27886751,741,3.3,251,Free,Everyone
Smart Travel Innovation Forum in Nakhon Ratchasima,Travel,"Meet fellow travelers and discover new destinations at the Smart Travel Innovation Forum in Nakhon Ratchasima, spotlighting adventure and exploration in Nakhon Ratchasima.",2/24/2025 19:46,5,Nakhon Ratchasima,Thailand,17.9547264,95.33852714,3496,3.7,425,High,Nomads
Nomad Life Expo in Nakhon Ratchasima,Travel,"Meet fellow travelers and discover new destinations at the Nomad Life Expo in Nakhon Ratchasima, spotlighting adventure and exploration in Nakhon Ratchasima.",3/17/2025 2:56,3,Nakhon Ratchasima,Thailand,12.67746794,101.6547292,4565,3.6,147,High,Expats
Songkran Street Music Fest in Udon Thani,Music,"Enjoy live performances and local rhythms at the Songkran Street Music Fest in Udon Thani, celebrating Thai music culture in Udon Thani.",1/6/2025 7:14,6,Udon Thani,Thailand,12.67068704,96.76599787,1725,4.7,439,Low,Locals
